subject_id,text,interaction_type,date,language
S013,Went for a long walk this morning along the river path and felt incredibly refreshed afterwards. The weather was perfect.,caption,2024-08-26,en
S013,,view,2024-05-11,en
S013,,react,2024-03-26,en
S013,,react,2024-11-06,en
S013,,like,2024-02-28,en
S014,"sathiyata eka dawasak wiyayama kala, agata hri shakthiyan danenawa, wayayama karana eka agata hodai",caption,2024-02-22,romanized_sinhala
S014,yaluwo ekka trip ekak giya godak asa unaa. rathri kama kaala katha karaa. harima santhosa dawasak.,caption,2024-12-16,romanized_sinhala
S014,"ada rathriyy film ekak baluwa. kathawa hari hondai, actorsla ge acting eka hariyatama liked karaa.",comment,2024-10-16,romanized_sinhala
S014,gedara vibhagaya potha ekka kalaa. dhan therenne godak. anith dawase wenath deyak karannnam.,message,2024-09-29,romanized_sinhala
S014,gedara vibhagaya potha ekka kalaa. dhan therenne godak. anith dawase wenath deyak karannnam.,caption,2024-02-05,romanized_sinhala
S014,gedara vibhagaya potha ekka kalaa. dhan therenne godak. anith dawase wenath deyak karannnam.,message,2024-01-07,romanized_sinhala
S014,office eken issellai naya recipe ekak try kalaa. gedara mutta thamai issarahata.,message,2024-02-24,romanized_sinhala
S014,gedara vibhagaya potha ekka kalaa. dhan therenne godak. anith dawase wenath deyak karannnam.,message,2024-11-21,romanized_sinhala
S014,"gedara idan pothak kiyewwa. godak dewal igena ganna thibba, ada mama godak dewal danagatta.",comment,2024-08-10,romanized_sinhala
S014,yaluwo ekka trip ekak giya godak asa unaa. rathri kama kaala katha karaa. harima santhosa dawasak.,caption,2024-11-11,romanized_sinhala
S014,office eken issellai naya recipe ekak try kalaa. gedara mutta thamai issarahata.,message,2024-08-26,romanized_sinhala
S014,yaluwo ekka trip ekak giya godak asa unaa. rathri kama kaala katha karaa. harima santhosa dawasak.,comment,2024-06-14,romanized_sinhala
S014,"ada rathriyy film ekak baluwa. kathawa hari hondai, actorsla ge acting eka hariyatama liked karaa.",message,2024-05-22,romanized_sinhala
S014,"sathiyata eka dawasak wiyayama kala, agata hri shakthiyan danenawa, wayayama karana eka agata hodai",caption,2024-08-25,romanized_sinhala
S014,wathura para langa aluth walking ekak giya. godak refresh unaa. weather eka hondhata thibuna.,comment,2024-06-21,romanized_sinhala
S014,,view,2024-09-10,romanized_sinhala
S014,,view,2024-04-03,romanized_sinhala
S014,,view,2024-04-18,romanized_sinhala
S014,,view,2024-05-12,romanized_sinhala
S015,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,comment,2024-02-13,ta
S015,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,caption,2024-09-07,ta
S015,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,message,2024-12-19,ta
S015,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,comment,2024-08-17,ta
S015,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,comment,2024-05-30,ta
S015,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,comment,2024-12-20,ta
S015,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,caption,2024-12-05,ta
S015,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,caption,2024-08-30,ta
S015,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,message,2024-06-25,ta
S015,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,message,2024-06-18,ta
S015,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,message,2024-05-18,ta
S015,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,comment,2024-04-28,ta
S015,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,comment,2024-06-10,ta
S015,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,comment,2024-12-19,ta
S015,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,caption,2024-04-20,ta
S015,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,caption,2024-05-21,ta
S015,,react,2024-10-28,ta
S015,,view,2024-11-01,ta
S016,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,message,2024-03-05,ta
S016,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,caption,2024-01-28,ta
S016,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,comment,2024-12-23,ta
S016,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,comment,2024-02-22,ta
S016,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,message,2024-05-25,ta
S016,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,message,2024-08-13,ta
S016,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,message,2024-01-27,ta
S016,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,comment,2024-02-28,ta
S016,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,comment,2024-09-08,ta
S016,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,caption,2024-11-18,ta
S016,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,comment,2024-03-18,ta
S016,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,comment,2024-06-04,ta
S016,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,caption,2024-03-01,ta
S016,,react,2024-08-01,ta
S016,,react,2024-11-01,ta
S016,,react,2024-04-25,ta
S017,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,caption,2024-10-18,ta
S017,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,caption,2024-11-08,ta
S017,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,caption,2024-04-16,ta
S017,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,caption,2024-05-15,ta
S017,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,comment,2024-03-21,ta
S017,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,comment,2024-10-09,ta
S017,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,message,2024-01-02,ta
S017,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,caption,2024-12-18,ta
S017,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,comment,2024-05-29,ta
S017,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,caption,2024-05-27,ta
S017,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,message,2024-12-25,ta
S017,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,comment,2024-12-17,ta
S017,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,caption,2024-11-16,ta
S017,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,comment,2024-08-05,ta
S017,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,caption,2024-04-25,ta
S017,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,comment,2024-05-16,ta
S017,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,comment,2024-01-31,ta
S017,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,caption,2024-10-31,ta
S017,,view,2024-10-18,ta
S017,,like,2024-08-12,ta
S017,,react,2024-08-27,ta
S017,,react,2024-06-04,ta
S018,wathura para langa aluth walking ekak giya. godak refresh unaa. weather eka hondhata thibuna.,caption,2024-06-14,romanized_sinhala
S018,yaluwo ekka trip ekak giya godak asa unaa. rathri kama kaala katha karaa. harima santhosa dawasak.,comment,2024-01-14,romanized_sinhala
S018,"sathiyata eka dawasak wiyayama kala, agata hri shakthiyan danenawa, wayayama karana eka agata hodai",caption,2024-12-11,romanized_sinhala
S018,ada family eka ekka beach giya. hari sathutu dawasak. lamainuth hodata sellam kalaa.,message,2024-12-10,romanized_sinhala
S018,ada family eka ekka beach giya. hari sathutu dawasak. lamainuth hodata sellam kalaa.,message,2024-03-30,romanized_sinhala
S018,office eken issellai naya recipe ekak try kalaa. gedara mutta thamai issarahata.,comment,2024-05-22,romanized_sinhala
S018,wathura para langa aluth walking ekak giya. godak refresh unaa. weather eka hondhata thibuna.,message,2024-11-21,romanized_sinhala
S018,"ada rathriyy film ekak baluwa. kathawa hari hondai, actorsla ge acting eka hariyatama liked karaa.",message,2024-08-28,romanized_sinhala
S018,wathura para langa aluth walking ekak giya. godak refresh unaa. weather eka hondhata thibuna.,message,2024-06-19,romanized_sinhala
S018,"ada rathriyy film ekak baluwa. kathawa hari hondai, actorsla ge acting eka hariyatama liked karaa.",message,2024-03-23,romanized_sinhala
S018,wathura para langa aluth walking ekak giya. godak refresh unaa. weather eka hondhata thibuna.,message,2024-12-21,romanized_sinhala
S018,yaluwo ekka trip ekak giya godak asa unaa. rathri kama kaala katha karaa. harima santhosa dawasak.,message,2024-12-05,romanized_sinhala
S018,ada family eka ekka beach giya. hari sathutu dawasak. lamainuth hodata sellam kalaa.,comment,2024-08-20,romanized_sinhala
S018,gedara vibhagaya potha ekka kalaa. dhan therenne godak. anith dawase wenath deyak karannnam.,message,2024-05-09,romanized_sinhala
S018,"ada rathriyy film ekak baluwa. kathawa hari hondai, actorsla ge acting eka hariyatama liked karaa.",caption,2024-07-25,romanized_sinhala
S018,,react,2024-01-01,romanized_sinhala
S018,,view,2024-10-04,romanized_sinhala
S019,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,message,2024-04-14,ta
S019,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,message,2024-03-08,ta
S019,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,message,2024-12-23,ta
S019,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,caption,2024-01-15,ta
S019,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,caption,2024-05-02,ta
S019,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,caption,2024-06-08,ta
S019,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,message,2024-10-09,ta
S019,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,comment,2024-04-25,ta
S019,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,caption,2024-03-01,ta
S019,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,caption,2024-09-12,ta
S019,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,caption,2024-09-17,ta
S019,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,message,2024-07-31,ta
S019,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,message,2024-05-04,ta
S019,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,message,2024-03-15,ta
S019,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,caption,2024-11-02,ta
S019,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,message,2024-02-05,ta
S019,,view,2024-07-31,ta
S019,,view,2024-09-16,ta
S019,,view,2024-01-02,ta
S020,office eken issellai naya recipe ekak try kalaa. gedara mutta thamai issarahata.,message,2024-06-25,romanized_sinhala
S020,wathura para langa aluth walking ekak giya. godak refresh unaa. weather eka hondhata thibuna.,message,2024-08-21,romanized_sinhala
S020,"sathiyata eka dawasak wiyayama kala, agata hri shakthiyan danenawa, wayayama karana eka agata hodai",comment,2024-12-23,romanized_sinhala
S020,wathura para langa aluth walking ekak giya. godak refresh unaa. weather eka hondhata thibuna.,message,2024-04-29,romanized_sinhala
S020,ada family eka ekka beach giya. hari sathutu dawasak. lamainuth hodata sellam kalaa.,caption,2024-06-11,romanized_sinhala
S020,office eken issellai naya recipe ekak try kalaa. gedara mutta thamai issarahata.,message,2024-12-27,romanized_sinhala
S020,wathura para langa aluth walking ekak giya. godak refresh unaa. weather eka hondhata thibuna.,caption,2024-12-05,romanized_sinhala
S020,"gedara idan pothak kiyewwa. godak dewal igena ganna thibba, ada mama godak dewal danagatta.",comment,2024-09-10,romanized_sinhala
S020,"gedara idan pothak kiyewwa. godak dewal igena ganna thibba, ada mama godak dewal danagatta.",caption,2024-09-14,romanized_sinhala
S020,gedara vibhagaya potha ekka kalaa. dhan therenne godak. anith dawase wenath deyak karannnam.,message,2024-02-21,romanized_sinhala
S020,"ada rathriyy film ekak baluwa. kathawa hari hondai, actorsla ge acting eka hariyatama liked karaa.",message,2024-09-26,romanized_sinhala
S020,ada family eka ekka beach giya. hari sathutu dawasak. lamainuth hodata sellam kalaa.,message,2024-03-14,romanized_sinhala
S020,"gedara idan pothak kiyewwa. godak dewal igena ganna thibba, ada mama godak dewal danagatta.",message,2024-02-08,romanized_sinhala
S020,yaluwo ekka trip ekak giya godak asa unaa. rathri kama kaala katha karaa. harima santhosa dawasak.,caption,2024-06-22,romanized_sinhala
S020,wathura para langa aluth walking ekak giya. godak refresh unaa. weather eka hondhata thibuna.,comment,2024-11-28,romanized_sinhala
S020,gedara vibhagaya potha ekka kalaa. dhan therenne godak. anith dawase wenath deyak karannnam.,caption,2024-12-11,romanized_sinhala
S020,wathura para langa aluth walking ekak giya. godak refresh unaa. weather eka hondhata thibuna.,caption,2024-06-11,romanized_sinhala
S020,office eken issellai naya recipe ekak try kalaa. gedara mutta thamai issarahata.,comment,2024-10-04,romanized_sinhala
S020,,like,2024-11-12,romanized_sinhala
S020,,react,2024-04-30,romanized_sinhala
S021,Visited the art exhibition at the city gallery with my sister. There were some remarkable pieces and we spent a good two hours there.,message,2024-02-21,en
S021,Cooking a new recipe tonight — spicy prawn curry with coconut milk. The whole house smells amazing already and everyone is excited.,message,2024-12-21,en
S021,Had a wonderful time at the beach with family today. The sunset was absolutely breathtaking and the kids loved playing in the waves.,message,2024-01-24,en
S021,Had a wonderful time at the beach with family today. The sunset was absolutely breathtaking and the kids loved playing in the waves.,message,2024-05-30,en
S021,Started learning a new language this week using an app on my phone. It is challenging but very rewarding to make progress each day.,comment,2024-08-08,en
S021,Went for a long walk this morning along the river path and felt incredibly refreshed afterwards. The weather was perfect.,message,2024-09-28,en
S021,Spent the afternoon volunteering at the local community centre helping with the after-school programme. It felt very fulfilling.,comment,2024-12-15,en
S021,Cooking a new recipe tonight — spicy prawn curry with coconut milk. The whole house smells amazing already and everyone is excited.,comment,2024-03-30,en
S021,Spent the afternoon volunteering at the local community centre helping with the after-school programme. It felt very fulfilling.,caption,2024-07-14,en
S021,Made a big pot of soup from scratch today using vegetables from the garden. It turned out really well and we have enough for the week.,message,2024-05-03,en
S021,Spent the afternoon volunteering at the local community centre helping with the after-school programme. It felt very fulfilling.,comment,2024-03-14,en
S021,Attended a really interesting public lecture on climate change and sustainable living this evening. Lots of practical ideas to think about.,message,2024-11-22,en
S021,Attended a really interesting public lecture on climate change and sustainable living this evening. Lots of practical ideas to think about.,caption,2024-05-10,en
S021,Had a wonderful time at the beach with family today. The sunset was absolutely breathtaking and the kids loved playing in the waves.,message,2024-08-26,en
S021,Made a big pot of soup from scratch today using vegetables from the garden. It turned out really well and we have enough for the week.,comment,2024-10-06,en
S021,,view,2024-02-07,en
S021,,react,2024-06-25,en
S022,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,comment,2024-09-04,ta
S022,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,caption,2024-07-14,ta
S022,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,message,2024-10-21,ta
S022,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,caption,2024-01-12,ta
S022,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,comment,2024-05-20,ta
S022,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,caption,2024-12-17,ta
S022,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,caption,2024-11-06,ta
S022,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,comment,2024-05-26,ta
S022,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,comment,2024-06-29,ta
S022,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,message,2024-11-13,ta
S022,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,comment,2024-11-17,ta
S022,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,message,2024-06-07,ta
S022,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,message,2024-10-23,ta
S022,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,message,2024-02-16,ta
S022,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,comment,2024-07-31,ta
S022,,like,2024-04-12,ta
S022,,view,2024-10-03,ta
S022,,react,2024-09-28,ta
S023,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,comment,2024-02-08,ta
S023,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,caption,2024-12-12,ta
S023,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,message,2024-10-12,ta
S023,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,comment,2024-07-21,ta
S023,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,comment,2024-10-01,ta
S023,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,caption,2024-07-07,ta
S023,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,message,2024-10-26,ta
S023,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,caption,2024-02-25,ta
S023,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,comment,2024-08-29,ta
S023,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,message,2024-10-14,ta
S023,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,caption,2024-04-23,ta
S023,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,message,2024-11-21,ta
S023,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,message,2024-11-28,ta
S023,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,comment,2024-03-12,ta
S023,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,message,2024-06-04,ta
S023,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,comment,2024-02-19,ta
S023,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,message,2024-03-10,ta
S023,,view,2024-08-20,ta
S023,,react,2024-12-09,ta
S023,,react,2024-12-22,ta
S024,සතියේ දවස් කීපයක් ව්‍යායාම කළා. ශරීරය හොඳ හැඟීමක් ගත්තා. ඒ නිසා ඉදිරියටත් කරන්න හිතාගෙන ඉන්නවා.,message,2024-11-11,si
S024,ගෙදර පොතක් කියෙව්වා. ගොඩාක් ඉගෙනගන්න දේවල් තිබුණා. නොදන්නා දේවල් ඕනෑ තරම් ඉගෙනගත්තා.,caption,2024-01-17,si
S024,ගෙදර පොතක් කියෙව්වා. ගොඩාක් ඉගෙනගන්න දේවල් තිබුණා. නොදන්නා දේවල් ඕනෑ තරම් ඉගෙනගත්තා.,message,2024-04-21,si
